CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
221,California,Merced,.5177,.4508,.0231,.0084,26102,22726,1166,248,95,66,.,15,.,.,.,.,.,.,.,.,.
222,California,Modoc,.7229,.2301,.0297,.0173,2969,945,122,23,30,14,.,4,.,.,.,.,.,.,.,.,.
223,California,Mono,.5253,.4091,.0526,.0130,2296,1788,230,14,35,6,.,2,.,.,.,.,.,.,.,.,.
224,California,Monterey,.3723,.5753,.0430,.0093,43761,67618,5059,340,429,234,.,93,.,.,.,.,.,.,.,.,.
225,California,Napa,.3989,.5432,.0478,.0101,20633,28097,2471,179,218,87,.,39,.,.,.,.,.,.,.,.,.
226,California,Nevada,.5476,.3722,.0692,.0110,25998,17670,3287,204,208,56,.,56,.,.,.,.,.,.,.,.,.
227,California,Orange,.5575,.4036,.0276,.0113,541299,391819,26833,4301,4839,950,.,864,.,.,.,.,.,.,.,.,.
228,California,Placer,.5928,.3604,.0378,.0090,69835,42449,4449,454,423,106,.,83,.,.,.,.,.,.,.,.,.
229,California,Plumas,.6098,.3325,.0438,.0138,6343,3458,456,67,53,18,.,6,.,.,.,.,.,.,.,.,.
230,California,Riverside,.5142,.4490,.0259,.0109,231955,202576,11678,2244,1493,749,.,432,.,.,.,.,.,.,.,.,.
231,California,Sacramento,.4533,.4931,.0409,.0127,195619,212792,17659,2022,1607,1175,.,674,2,.,.,.,.,.,.,.,.
232,California,San Benito,.4168,.5425,.0318,.0089,7015,9131,535,41,62,35,.,12,.,.,.,.,.,.,.,.,.
233,California,San Bernardino,.4875,.4721,.0259,.0145,221757,214749,11775,3027,1722,1347,1,515,.,.,.,.,.,.,.,.,.
234,California,San Diego,.4963,.4566,.0354,.0117,475736,437666,33979,4185,4423,1481,1,1160,3,.,.,.,.,.,.,.,.
235,California,San Francisco,.1610,.7554,.0776,.0059,51496,241578,24828,468,1043,150,.,208,15,.,.,.,.,.,.,.,.
236,California,San Joaquin,.4890,.4770,.0251,.0089,81773,79776,4195,722,400,249,.,124,.,.,.,.,.,.,.,.,.
237,California,San Luis Obispo,.5222,.4089,.0599,.0090,56859,44526,6523,290,478,110,4,96,.,.,.,.,.,.,.,.,.
238,California,San Mateo,.3095,.6429,.0402,.0074,80296,166757,10433,547,993,177,.,196,.,.,.,.,.,.,.,.,.
239,California,Santa Barbara,.4613,.4737,.0559,.0091,71493,73411,8664,404,676,120,.,206,.,.,.,.,.,.,.,.,.
240,California,Santa Clara,.3444,.6066,.0348,.0143,188750,332490,19072,1915,3386,1514,.,1002,.,.,.,.,.,.,.,.,.
241,California,Santa Cruz,.2734,.6148,.1001,.0116,29627,66618,10844,274,721,128,.,138,.,.,.,.,.,.,.,.,.
242,California,Shasta,.6504,.3025,.0320,.0151,43278,20127,2131,458,292,206,.,52,.,.,.,.,.,.,.,.,.
243,California,Sierra,.6345,.2924,.0466,.0265,1172,540,86,10,31,7,.,1,.,.,.,.,.,.,.,.,.
244,California,Siskiyou,.6155,.3190,.0440,.0215,12198,6323,872,123,202,49,.,51,1,.,.,.,.,.,.,.,.
245,California,Solano,.3917,.5702,.0294,.0087,51604,75116,3869,471,400,203,.,72,.,.,.,.,.,.,.,.,.
246,California,Sonoma,.3225,.5954,.0727,.0094,63529,117295,14324,530,926,220,.,182,.,.,.,.,.,.,.,.,.
247,California,Stanislaus,.5238,.4401,.0265,.0096,67188,56448,3398,569,347,233,.,84,.,.,.,.,.,.,.,.,.
248,California,Sutter,.6531,.3168,.0224,.0077,17350,8416,594,88,65,35,.,16,.,.,.,.,.,.,.,.,.
249,California,Tehama,.6363,.3120,.0334,.0182,13270,6507,697,204,117,49,.,10,.,.,.,.,.,.,.,.,.
250,California,Trinity,.5762,.3333,.0683,.0223,3340,1932,396,42,60,21,.,6,.,.,.,.,.,.,.,.,.
251,California,Tulare,.6020,.3675,.0204,.0101,54070,33006,1834,513,220,125,.,50,.,.,.,.,.,.,.,.,.
252,California,Tuolumne,.5551,.3944,.0400,.0104,13172,9359,949,95,93,35,.,24,.,.,.,.,.,.,.,.,.
253,California,Ventura,.4817,.4714,.0362,.0107,136173,133258,10235,1208,1241,316,.,261,.,.,.,.,.,.,.,.,.
254,California,Yolo,.3753,.5493,.0669,.0085,23057,33747,4107,218,199,62,.,46,.,.,.,.,.,.,.,.,.
255,California,Yuba,.6100,.3439,.0314,.0146,9838,5546,507,108,71,41,.,16,.,.,.,.,.,.,.,.,.
256,Colorado,Adams,.4410,.5019,.0386,.0185,47561,54132,4165,998,776,62,.,78,26,25,29,.,.,.,.,.,.
257,Colorado,Alamosa,.5049,.4338,.0468,.0145,2857,2455,265,43,28,1,.,4,2,2,2,.,.,.,.,.,.
258,Colorado,Arapahoe,.5147,.4349,.0366,.0137,97768,82614,6952,905,1305,130,.,213,24,12,19,.,.,.,.,.,.
259,Colorado,Archuleta,.6280,.3010,.0557,.0153,2988,1432,265,30,25,8,.,10,.,.,.,.,.,.,.,.,.
260,Colorado,Baca,.7300,.2331,.0206,.0162,1663,531,47,26,5,2,.,3,1,.,.,.,.,.,.,.,.
261,Colorado,Bent,.5583,.3989,.0224,.0204,1096,783,44,22,9,1,.,4,1,.,3,.,.,.,.,.,.
262,Colorado,Boulder,.3644,.5012,.1182,.0163,50873,69983,16498,477,1278,85,.,371,36,13,12,.,.,.,.,.,.
263,Colorado,Chaffee,.5650,.3637,.0603,.0109,4300,2768,459,44,35,2,.,2,.,.,.,.,.,.,.,.,.
264,Colorado,Cheyenne,.7896,.1724,.0182,.0198,957,209,22,13,7,3,.,.,1,.,.,.,.,.,.,.,.
265,Colorado,Clear Creek,.4563,.4444,.0719,.0274,2247,2188,354,43,77,1,.,12,2,.,.,.,.,.,.,.,.
266,Colorado,Conejos,.4827,.4764,.0215,.0193,1772,1749,79,47,10,7,.,6,1,.,.,.,.,.,.,.,.
267,Colorado,Costilla,.3058,.6396,.0431,.0115,504,1054,71,11,6,.,.,2,.,.,.,.,.,.,.,.,.
268,Colorado,Crowley,.5917,.3536,.0194,.0353,855,511,28,40,5,3,.,1,1,.,1,.,.,.,.,.,.
269,Colorado,Custer,.6874,.2402,.0474,.0251,1451,507,100,24,17,10,.,2,.,.,.,.,.,.,.,.,.
270,Colorado,Delta,.6599,.2573,.0672,.0156,8372,3264,852,83,80,9,.,18,4,2,2,.,.,.,.,.,.
271,Colorado,Denver,.3087,.6186,.0586,.0141,61224,122693,11624,824,1486,90,.,282,55,40,29,.,.,.,.,.,.
272,Colorado,Dolores,.6534,.2584,.0644,.0238,741,293,73,8,16,.,.,2,1,.,.,.,.,.,.,.,.
273,Colorado,Douglas,.6495,.3140,.0259,.0106,56007,27076,2230,296,497,28,.,76,7,1,7,.,.,.,.,.,.
274,Colorado,Eagle,.4718,.4459,.0688,.0136,7165,6772,1045,58,111,12,.,19,4,1,1,.,.,.,.,.,.
275,Colorado,Elbert,.6861,.2595,.0326,.0219,6151,2326,292,93,75,18,.,7,1,.,2,.,.,.,.,.,.
276,Colorado,El Paso,.6391,.3078,.0354,.0177,128294,61799,7116,1475,1389,124,.,145,356,43,16,.,.,.,.,.,.
277,Colorado,Fremont,.6175,.3297,.0321,.0207,9914,5293,516,188,101,24,.,12,1,4,3,.,.,.,.,.,.
278,Colorado,Garfield,.5322,.3559,.0940,.0179,9103,6087,1608,131,121,16,.,33,1,2,2,.,.,.,.,.,.
279,Colorado,Gilpin,.4081,.4458,.1120,.0341,1006,1099,276,22,54,2,.,4,2,.,.,.,.,.,.,.,.
280,Colorado,Grand,.5619,.3633,.0576,.0172,3570,2308,366,38,51,10,.,7,2,1,.,.,.,.,.,.,.
281,Colorado,Gunnison,.4323,.4227,.1281,.0169,3128,3059,927,33,66,4,.,16,2,1,.,.,.,.,.,.,.
282,Colorado,Hinsdale,.5583,.3322,.0901,.0194,316,188,51,5,4,1,.,.,.,1,.,.,.,.,.,.,.
283,Colorado,Huerfano,.4619,.4710,.0532,.0139,1466,1495,169,26,11,4,.,1,2,.,.,.,.,.,.,.,.
284,Colorado,Jackson,.7373,.1870,.0432,.0324,682,173,40,9,14,1,.,4,1,1,.,.,.,.,.,.,.
285,Colorado,Jefferson,.5102,.4288,.0439,.0172,120138,100970,10336,1377,2070,171,.,350,43,15,21,.,.,.,.,.,.
286,Colorado,Kiowa,.7521,.2180,.0134,.0165,728,211,13,14,1,.,.,1,.,.,.,.,.,.,.,.,.
287,Colorado,Kit Carson,.7351,.2340,.0168,.0142,2542,809,58,36,6,5,.,.,.,2,.,.,.,.,.,.,.
288,Colorado,Lake,.4018,.4932,.0811,.0240,1056,1296,213,38,21,1,.,2,.,.,1,.,.,.,.,.,.
289,Colorado,La Plata,.4877,.3838,.1161,.0124,9993,7864,2378,65,133,21,.,28,4,3,1,.,.,.,.,.,.
290,Colorado,Larimer,.5267,.3885,.0691,.0157,62429,46055,8194,581,906,121,.,212,19,9,11,.,.,.,.,.,.
291,Colorado,Las Animas,.4216,.5322,.0327,.0136,2569,3243,199,51,23,5,.,3,1,.,.,.,.,.,.,.,.
292,Colorado,Lincoln,.7412,.2319,.0123,.0146,1630,510,27,13,13,4,.,2,.,.,.,.,.,.,.,.,.
293,Colorado,Logan,.6832,.2836,.0173,.0159,5531,2296,140,77,37,3,.,11,1,.,.,.,.,.,.,.,.
294,Colorado,Mesa,.6345,.3029,.0438,.0188,32396,15465,2235,277,489,86,.,73,12,9,12,.,.,.,.,.,.
295,Colorado,Mineral,.6049,.3457,.0391,.0103,294,168,19,2,1,1,.,.,.,.,1,.,.,.,.,.,.
296,Colorado,Moffat,.7195,.2292,.0317,.0197,3840,1223,169,51,42,5,.,2,2,1,2,.,.,.,.,.,.
297,Colorado,Montezuma,.6562,.2724,.0565,.0149,6158,2556,530,63,54,15,.,3,3,1,1,.,.,.,.,.,.
298,Colorado,Montrose,.6518,.2843,.0461,.0177,9266,4041,656,91,116,22,.,17,1,2,3,.,.,.,.,.,.
299,Colorado,Morgan,.6359,.3206,.0234,.0200,5722,2885,211,121,40,10,.,4,1,.,4,.,.,.,.,.,.
300,Colorado,Otero,.5583,.4052,.0189,.0176,4082,2963,138,98,19,4,.,3,3,2,.,.,.,.,.,.,.
301,Colorado,Ouray,.5728,.3157,.1003,.0112,1279,705,224,3,18,2,.,.,1,.,1,.,.,.,.,.,.
302,Colorado,Park,.5517,.3590,.0606,.0287,3677,2393,404,56,109,10,.,14,.,1,1,.,.,.,.,.,.
303,Colorado,Phillips,.7090,.2537,.0216,.0157,1576,564,48,17,15,1,.,1,1,.,.,.,.,.,.,.,.
304,Colorado,Pitkin,.3288,.5304,.1299,.0109,2565,4137,1013,13,61,3,.,7,.,1,.,.,.,.,.,.,.
305,Colorado,Prowers,.6689,.3008,.0175,.0128,3026,1361,79,42,10,5,.,.,.,1,.,.,.,.,.,.,.
306,Colorado,Pueblo,.4231,.5355,.0282,.0132,22827,28888,1520,457,155,35,.,37,15,4,8,.,.,.,.,.,.
307,Colorado,Rio Blanco,.7653,.1902,.0298,.0147,2185,543,85,20,18,2,.,.,1,1,.,.,.,.,.,.,.
308,Colorado,Rio Grande,.6130,.3364,.0353,.0154,3111,1707,179,38,21,8,.,6,3,1,1,.,.,.,.,.,.
309,Colorado,Routt,.4640,.4366,.0851,.0143,4472,4208,820,42,73,6,.,14,1,1,1,.,.,.,.,.,.
310,Colorado,Saguache,.4263,.4527,.1032,.0178,1078,1145,261,16,12,.,.,14,1,2,.,.,.,.,.,.,.
311,Colorado,San Juan,.4817,.3417,.1330,.0436,210,149,58,8,8,1,.,2,.,.,.,.,.,.,.,.,.
312,Colorado,San Miguel,.3204,.4909,.1720,.0166,1043,1598,560,9,35,3,.,7,.,.,.,.,.,.,.,.,.
313,Colorado,Sedgwick,.6731,.2947,.0192,.0130,877,384,25,11,6,.,.,.,.,.,.,.,.,.,.,.,.
314,Colorado,Summit,.4063,.4792,.1022,.0123,4497,5304,1131,28,89,2,.,13,2,1,1,.,.,.,.,.,.
315,Colorado,Teller,.6578,.2793,.0436,.0194,6477,2750,429,82,88,12,.,6,1,1,1,.,.,.,.,.,.
316,Colorado,Washington,.7681,.1951,.0204,.0164,1878,477,50,25,10,3,.,.,1,1,.,.,.,.,.,.,.
317,Colorado,Weld,.5796,.3631,.0378,.0195,37409,23436,2438,596,422,91,.,73,61,7,8,.,.,.,.,.,.
318,Colorado,Yuma,.7242,.2483,.0138,.0138,3156,1082,60,35,19,3,.,1,.,1,1,.,.,.,.,.,.
319,Connecticut,Fairfield,.4312,.5233,.0342,.0113,159659,193769,12664,931,947,2301,6,11,1,.,.,.,.,.,.,.,.
320,Connecticut,Hartford,.3468,.6017,.0387,.0128,127468,221167,14214,1154,767,2769,2,12,3,.,.,.,.,.,.,.,.
321,Connecticut,Litchfield,.4485,.4787,.0620,.0108,39172,41806,5413,295,258,393,.,1,.,.,.,.,.,.,.,.,.
322,Connecticut,Middlesex,.3783,.5594,.0522,.0101,29295,43319,4039,243,226,308,.,3,.,.,.,.,.,.,.,.,.
323,Connecticut,New Haven,.3604,.5803,.0456,.0137,122919,197928,15567,1208,702,2767,2,6,.,.,.,.,.,.,.,.,.
324,Connecticut,New London,.3772,.5538,.0570,.0120,41168,60449,6218,460,292,553,.,7,.,.,.,.,.,.,.,.,.
325,Connecticut,Tolland,.3940,.5352,.0592,.0116,24705,33554,3711,250,150,330,.,.,.,.,.,.,.,.,.,.,.
326,Connecticut,Windham,.3800,.5464,.0597,.0138,16708,24023,2626,190,142,274,.,.,.,.,.,.,.,.,.,.,.
327,Delaware,Kent,.4991,.4724,.0224,.0061,24081,22790,1082,141,92,45,.,16,.,.,.,.,.,.,.,.,.
328,Delaware,New Castle,.3690,.5988,.0271,.0052,78587,127539,5767,345,590,98,.,69,.,.,.,.,.,.,.,.,.
329,Delaware,Sussex,.5223,.4486,.0220,.0071,34620,29739,1458,291,92,65,.,22,.,.,.,.,.,.,.,.,.
330,District of Columbia,District of Columbia,.0895,.8516,.0524,.0065,18073,171923,10576,.,669,.,539,.,.,114,.,.,.,.,.,.,.
331,Florida,Alachua,.3980,.5525,.0376,.0118,34135,47380,3228,263,658,20,0,42,4,6,.,21,.,.,.,.,.
332,Florida,Baker,.6880,.2933,.0065,.0121,5611,2392,53,73,17,3,0,3,0,0,.,3,.,.,.,.,.
333,Florida,Bay,.6570,.3206,.0141,.0083,38682,18873,830,248,172,18,0,18,3,5,.,27,.,.,.,.,.
334,Florida,Bradford,.6243,.3545,.0097,.0115,5416,3075,84,65,28,2,0,2,0,0,.,3,.,.,.,.,.
335,Florida,Brevard,.5275,.4455,.0205,.0065,115253,97341,4471,571,643,72,0,39,11,11,.,76,.,.,.,.,.
336,Florida,Broward,.3093,.6741,.0124,.0042,177939,387760,7105,795,1217,74,0,136,37,54,.,122,.,.,.,.,.
337,Florida,Calhoun,.5552,.4166,.0075,.0207,2873,2156,39,90,10,2,0,1,1,0,.,3,.,.,.,.,.
338,Florida,Charlotte,.5296,.4431,.0219,.0054,35428,29646,1462,182,128,18,0,15,3,6,.,12,.,.,.,.,.
339,Florida,Citrus,.5206,.4460,.0242,.0093,29801,25531,1383,270,194,18,2,16,0,5,.,28,.,.,.,.,.
340,Florida,Clay,.7280,.2548,.0098,.0073,41903,14668,565,186,204,6,0,14,3,1,.,9,.,.,.,.,.
341,Florida,Collier,.6558,.3247,.0152,.0042,60467,29939,1405,122,185,10,0,34,4,7,.,29,.,.,.,.,.
342,Florida,Columbia,.5924,.3807,.0139,.0129,10968,7049,258,89,127,8,0,7,2,1,.,5,.,.,.,.,.
343,Florida,Dade,.4629,.5257,.0086,.0028,289574,328867,5355,560,762,69,0,119,35,87,.,124,.,.,.,.,.
344,Florida,Desoto,.5448,.4251,.0201,.0100,4256,3321,157,36,23,8,6,0,3,0,.,2,.,.,.,.,.
345,Florida,Dixie,.5779,.3915,.0161,.0146,2697,1827,75,29,32,3,0,2,0,0,.,2,.,.,.,.,.
346,Florida,Duval,.5749,.4074,.0104,.0072,152460,108039,2762,653,954,58,0,162,15,37,.,41,.,.,.,.,.
347,Florida,Escambia,.6262,.3508,.0148,.0082,73171,40990,1733,502,297,110,0,24,3,6,.,20,.,.,.,.,.
348,Florida,Flagler,.4653,.5125,.0160,.0061,12618,13897,435,83,60,3,0,4,3,1,.,12,.,.,.,.,.
349,Florida,Franklin,.5283,.4407,.0183,.0127,2454,2047,85,33,17,3,0,3,0,1,.,2,.,.,.,.,.
350,Florida,Gadsden,.3238,.6609,.0094,.0058,4770,9736,139,38,24,7,0,4,4,3,.,6,.,.,.,.,.
351,Florida,Gilchrist,.6117,.3540,.0180,.0163,3300,1910,97,29,52,2,0,1,0,0,.,4,.,.,.,.,.
352,Florida,Glades,.5471,.4285,.0166,.0077,1841,1442,56,9,12,0,0,3,1,0,.,1,.,.,.,.,.
353,Florida,Gulf,.5779,.3900,.0140,.0181,3553,2398,86,71,21,2,0,4,2,2,.,9,.,.,.,.,.
354,Florida,Hamilton,.5414,.4344,.0093,.0149,2147,1723,37,23,12,7,0,1,8,4,.,4,.,.,.,.,.
355,Florida,Hardee,.6038,.3756,.0120,.0087,3765,2342,75,30,17,2,0,2,0,0,.,3,.,.,.,.,.
356,Florida,Hendry,.5832,.3981,.0128,.0059,4747,3240,104,22,11,7,0,1,2,3,.,2,.,.,.,.,.
357,Florida,Hernando,.4700,.5005,.0230,.0066,30658,32648,1501,243,116,10,0,26,4,8,.,22,.,.,.,.,.
358,Florida,Highlands,.5748,.4031,.0155,.0066,20207,14169,545,127,64,7,0,16,3,6,.,8,.,.,.,.,.
359,Florida,Hillsborough,.5017,.4706,.0208,.0069,180794,169576,7496,847,1138,68,0,217,29,35,.,154,.,.,.,.,.
360,Florida,Holmes,.6777,.2943,.0127,.0153,5012,2177,94,76,18,6,0,7,3,1,.,2,.,.,.,.,.
361,Florida,Indian River,.5771,.3984,.0191,.0054,28639,19769,950,105,122,13,0,13,2,4,.,10,.,.,.,.,.
362,Florida,Jackson,.5606,.4214,.0085,.0096,9139,6870,138,102,40,4,0,2,1,0,.,7,.,.,.,.,.
363,Florida,Jefferson,.4391,.5389,.0135,.0085,2478,3041,76,29,14,0,1,1,1,2,.,0,.,.,.,.,.
364,Florida,Lafayette,.6667,.3150,.0104,.0080,1670,789,26,10,6,1,0,0,1,2,.,0,.,.,.,.,.
365,Florida,Lake,.5644,.4127,.0165,.0064,50010,36571,1460,289,204,21,0,36,1,4,.,15,.,.,.,.,.
366,Florida,Lee,.5757,.3990,.0195,.0059,106151,73571,3588,305,539,34,0,81,5,30,.,96,.,.,.,.,.
367,Florida,Leon,.3788,.5957,.0187,.0068,39073,61444,1934,282,330,16,0,28,7,9,.,31,.,.,.,.,.
368,Florida,Levy,.5391,.4240,.0224,.0145,6863,5398,285,67,92,10,0,1,1,1,.,12,.,.,.,.,.
369,Florida,Liberty,.5465,.4220,.0079,.0237,1317,1017,19,39,12,1,0,3,0,0,.,2,.,.,.,.,.
370,Florida,Madison,.4929,.4892,.0088,.0091,3038,3015,54,29,18,1,0,2,1,0,.,5,.,.,.,.,.
371,Florida,Manatee,.5258,.4461,.0226,.0054,58023,49226,2494,271,242,19,0,35,3,5,.,26,.,.,.,.,.
372,Florida,Marion,.5355,.4339,.0176,.0130,55146,44674,1810,563,662,22,0,26,6,13,.,49,.,.,.,.,.
373,Florida,Martin,.5478,.4293,.0180,.0049,33972,26621,1118,112,109,20,0,29,7,14,.,14,.,.,.,.,.
374,Florida,Monroe,.4739,.4864,.0322,.0075,16063,16487,1090,47,162,3,9,26,0,1,.,7,.,.,.,.,.
375,Florida,Nassau,.6898,.2924,.0106,.0072,16408,6955,253,90,63,3,0,8,4,0,.,3,.,.,.,.,.
376,Florida,Okaloosa,.7369,.2399,.0140,.0093,52186,16989,988,268,313,34,0,15,2,4,.,20,.,.,.,.,.
377,Florida,Okeechobee,.5132,.4657,.0133,.0078,5057,4589,131,43,21,3,0,4,1,1,.,4,.,.,.,.,.
378,Florida,Orange,.4802,.5006,.0138,.0054,134531,140236,3879,446,891,41,0,65,7,13,.,46,.,.,.,.,.
379,Florida,Osceola,.4711,.5061,.0132,.0096,26237,28187,733,145,309,10,1,20,5,10,.,33,.,.,.,.,.
380,Florida,Palm Beach,.3531,.6227,.0128,.0114,152964,269754,5566,3411,743,190,0,143,302,45,.,104,.,.,.,.,.
381,Florida,Pasco,.4805,.4873,.0238,.0083,68607,69576,3394,570,413,16,0,83,14,19,.,77,.,.,.,.,.
382,Florida,Pinellas,.4638,.5035,.0252,.0075,184849,200657,10023,1013,1232,72,0,442,27,41,.,170,.,.,.,.,.
383,Florida,Polk,.5356,.4460,.0122,.0062,90310,75207,2059,533,366,46,0,59,5,8,.,36,.,.,.,.,.
384,Florida,Putnam,.5129,.4614,.0144,.0113,13457,12107,379,148,114,10,0,7,3,2,.,12,.,.,.,.,.
385,Florida,St. Johns,.6510,.3210,.0200,.0079,39564,19509,1217,229,210,12,0,11,2,4,.,13,.,.,.,.,.
386,Florida,St. Lucie,.4450,.5329,.0175,.0046,34705,41560,1368,124,165,13,0,12,10,4,.,29,.,.,.,.,.
387,Florida,Santa Rosa,.7210,.2543,.0144,.0103,36339,12818,726,311,131,43,0,13,1,1,.,19,.,.,.,.,.
388,Florida,Sarasota,.5163,.4527,.0253,.0057,83117,72869,4071,305,431,15,0,94,5,11,.,59,.,.,.,.,.
389,Florida,Seminole,.5500,.4298,.0141,.0061,75790,59227,1949,195,550,18,0,38,6,6,.,26,.,.,.,.,.
390,Florida,Sumter,.5448,.4329,.0137,.0086,12127,9637,306,114,53,3,0,2,0,2,.,17,.,.,.,.,.
391,Florida,Suwannee,.6427,.3271,.0144,.0157,8009,4076,180,108,52,9,16,4,0,2,.,5,.,.,.,.,.
392,Florida,Taylor,.5959,.3890,.0087,.0065,4058,2649,59,27,4,8,0,3,1,0,.,1,.,.,.,.,.
393,Florida,Union,.6095,.3677,.0086,.0141,2332,1407,33,37,15,1,0,0,0,1,.,0,.,.,.,.,.
394,Florida,Volusia,.4484,.5298,.0158,.0059,82368,97313,2910,498,444,20,1,36,5,8,.,71,.,.,.,.,.
395,Florida,Wakulla,.5254,.4470,.0174,.0102,4512,3838,149,46,30,0,0,3,1,2,.,6,.,.,.,.,.
396,Florida,Walton,.6651,.3080,.0145,.0125,12186,5643,265,120,68,7,0,11,2,3,.,18,.,.,.,.,.
397,Florida,Washington,.6224,.3486,.0116,.0174,4995,2798,93,88,32,9,4,2,0,0,.,5,.,.,.,.,.
398,Georgia,Appling,.6460,.3432,.0003,.0105,3940,2093,2,47,17,.,.,.,.,.,.,.,.,.,.,.,.
399,Georgia,Atkinson,.5930,.3964,.0005,.0101,1228,821,1,19,2,.,.,.,.,.,.,.,.,.,.,.,.
400,Georgia,Bacon,.6711,.3192,.0007,.0090,2010,956,2,13,14,.,.,.,.,.,.,.,.,.,.,.,.
401,Georgia,Baker,.4049,.5879,.0000,.0072,615,893,.,7,4,.,.,.,.,.,.,.,.,.,.,.,.
402,Georgia,Baldwin,.4982,.4860,.0018,.0140,6041,5893,22,83,87,.,.,.,.,.,.,.,.,.,.,.,.
403,Georgia,Banks,.7064,.2691,.0031,.0214,3202,1220,14,34,63,.,.,.,.,.,.,.,.,.,.,.,.
404,Georgia,Barrow,.6549,.3022,.0050,.0379,7925,3657,61,77,381,1,.,.,.,.,.,.,.,.,.,.,.
405,Georgia,Bartow,.6462,.3296,.0024,.0219,14720,7508,55,146,351,.,.,.,.,1,.,.,.,.,.,.,.
406,Georgia,Ben Hill,.5108,.4793,.0000,.0099,2381,2234,.,38,8,.,.,.,.,.,.,.,.,.,.,.,.
407,Georgia,Berrien,.6163,.3719,.0000,.0118,2718,1640,.,38,14,.,.,.,.,.,.,.,.,.,.,.,.
408,Georgia,Bibb,.4836,.5022,.0050,.0093,24071,24996,248,145,314,.,2,.,.,.,.,.,.,.,.,.,.
409,Georgia,Bleckley,.6498,.3396,.0003,.0104,2436,1273,1,23,16,.,.,.,.,.,.,.,.,.,.,.,.
410,Georgia,Brantley,.6829,.3005,.0011,.0155,3118,1372,5,45,26,.,.,.,.,.,.,.,.,.,.,.,.
411,Georgia,Brooks,.5287,.4606,.0026,.0081,2406,2096,12,15,22,.,.,.,.,.,.,.,.,.,.,.,.
412,Georgia,Bryan,.6849,.3077,.0000,.0074,4835,2172,.,20,32,.,.,.,.,.,.,.,.,.,.,.,.
413,Georgia,Bulloch,.6082,.3762,.0093,.0064,8990,5561,137,36,53,4,1,.,.,.,.,.,.,.,.,.,.
414,Georgia,Burke,.4739,.5214,.0010,.0038,3381,3720,7,14,13,.,.,.,.,.,.,.,.,.,.,.,.
415,Georgia,Butts,.5675,.4048,.0014,.0263,3198,2281,8,43,104,1,.,.,.,.,.,.,.,.,.,.,.
416,Georgia,Calhoun,.4070,.5866,.0000,.0064,768,1107,.,6,6,.,.,.,.,.,.,.,.,.,.,.,.
417,Georgia,Camden,.6296,.3593,.0010,.0101,6371,3636,10,49,53,.,.,.,.,.,.,.,.,.,.,.,.
418,Georgia,Candler,.6036,.3868,.0000,.0096,1643,1053,.,5,21,.,.,.,.,.,.,.,.,.,.,.,.
419,Georgia,Carroll,.6342,.3400,.0061,.0197,16326,8752,157,164,342,.,.,.,.,.,.,.,.,.,.,.,.
420,Georgia,Catoosa,.6790,.3087,.0037,.0086,12033,5470,66,92,59,1,.,.,.,.,.,.,.,.,.,.,.
421,Georgia,Charlton,.6286,.3604,.0018,.0092,1770,1015,5,18,8,.,.,.,.,.,.,.,.,.,.,.,.
422,Georgia,Chatham,.4949,.4915,.0078,.0058,37847,37590,596,162,273,5,1,.,.,1,.,.,.,.,.,.,.
423,Georgia,Chattahoochee,.4888,.4971,.0033,.0108,590,600,4,7,6,.,.,.,.,.,.,.,.,.,.,.,.
424,Georgia,Chattooga,.5620,.4213,.0008,.0159,3640,2729,5,70,33,.,.,.,.,.,.,.,.,.,.,.,.
425,Georgia,Cherokee,.7265,.2349,.0058,.0327,38033,12295,306,240,1458,16,.,.,.,.,.,.,.,.,.,.,.
426,Georgia,Clarke,.4100,.5247,.0431,.0221,11850,15167,1247,102,538,.,.,.,.,.,.,.,.,.,.,.,.
427,Georgia,Clay,.3508,.6429,.0000,.0063,448,821,.,4,4,.,.,.,.,.,.,.,.,.,.,.,.
428,Georgia,Clayton,.3252,.6521,.0029,.0198,19966,40042,176,288,919,6,1,.,.,4,.,.,.,.,.,.,.
429,Georgia,Clinch,.5656,.4230,.0000,.0114,1091,816,.,16,6,.,.,.,.,.,.,.,.,.,.,.,.
430,Georgia,Cobb,.5978,.3688,.0091,.0244,140494,86676,2134,769,4924,29,.,.,.,1,.,.,.,.,.,.,.
431,Georgia,Coffee,.6104,.3810,.0008,.0077,5756,3593,8,37,36,.,.,.,.,.,.,.,.,.,.,.,.
432,Georgia,Colquitt,.6608,.3306,.0005,.0081,6589,3297,5,55,26,.,.,.,.,.,.,.,.,.,.,.,.
433,Georgia,Columbia,.7404,.2491,.0034,.0071,26660,8969,122,120,137,.,.,.,.,.,.,.,.,.,.,.,.
434,Georgia,Cook,.5778,.4156,.0008,.0058,2279,1639,3,16,7,.,.,.,.,.,.,.,.,.,.,.,.
435,Georgia,Coweta,.6830,.2900,.0043,.0227,21327,9056,133,153,555,1,.,.,.,1,.,.,.,.,.,.,.
436,Georgia,Crawford,.5571,.4242,.0014,.0174,1987,1513,5,33,29,.,.,.,.,.,.,.,.,.,.,.,.
437,Georgia,Crisp,.5857,.4044,.0002,.0098,3285,2268,1,28,27,.,.,.,.,.,.,.,.,.,.,.,.
