Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 595 EMPORIA CITY,0201,201 - PRECINCT 2-1,398,68,466,3,,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0301,301 - PRECINCT 3-1,488,69,557,1,,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0401,401 - PRECINCT 4-1,657,74,731,1,,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0501,501 - PRECINCT 5-1,379,67,446,,1,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0601,601 - DISTRICT 6,522,61,583,2,,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 595 EMPORIA CITY,0701,701 - DISTRICT 7,444,60,504,1,,,7,"3,448",468,"3,916",9,2,,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0001,001 - ONE,"2,475",191,"2,666",10,22,6,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0002,002 - TWO,"2,210",168,"2,378",9,22,6,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0003,003 - THREE,"3,283",265,"3,548",22,35,15,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0004,004 - FOUR,"2,595",167,"2,762",14,20,10,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0005,005 - FIVE,"2,247",138,"2,385",10,22,10,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 600 FAIRFAX CITY,0006,006 - SIX,"2,144",184,"2,328",6,12,6,6,"14,954","1,113","16,067",71,133,53,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 610 FALLS CHURCH CITY,0001,001 - FIRST WARD,"3,055",325,"3,380",16,92,24,3,"9,290",976,"10,266",53,333,66,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 610 FALLS CHURCH CITY,0002,002 - SECOND WARD,"2,734",317,"3,051",21,143,29,3,"9,290",976,"10,266",53,333,66,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 610 FALLS CHURCH CITY,0003,003 - THIRD WARD,"3,501",334,"3,835",16,98,13,3,"9,290",976,"10,266",53,333,66,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0101,101 - PRECINCT 1-1,"1,096",68,"1,164",1,4,2,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0201,201 - PRECINCT 2-1,904,140,"1,044",16,2,,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0301,301 - PRECINCT 3-1,830,102,932,6,,1,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0401,401 - PRECINCT 4-1,715,112,827,5,1,1,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0501,501 - PRECINCT 5-1,734,120,854,4,1,,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 620 FRANKLIN CITY,0601,601 - PRECINCT 6-1,902,146,"1,048",5,2,,6,"5,181",688,"5,869",37,10,4,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 630 FREDERICKSBURG CITY,0101,101 - PRECINCT 1 - DISTRICT ONE,"4,131",653,"4,784",28,11,5,5,"15,224","2,258","17,482",91,20,43,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 630 FREDERICKSBURG CITY,0201,201 - PRECINCT 1 - DISTRICT TWO,"3,624",459,"4,083",20,4,16,5,"15,224","2,258","17,482",91,20,43,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 630 FREDERICKSBURG CITY,0301,301 - PRECINCT 1 - DISTRICT THREE,"3,548",513,"4,061",19,3,17,5,"15,224","2,258","17,482",91,20,43,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 630 FREDERICKSBURG CITY,0401,401 - PRECINCT 1 - DISTRICT FOUR,"2,270",281,"2,551",11,,5,5,"15,224","2,258","17,482",91,20,43,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 630 FREDERICKSBURG CITY,0402,402 - PRECINCT 2 - DISTRICT FOUR,"1,651",352,"2,003",13,2,,5,"15,224","2,258","17,482",91,20,43,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 640 GALAX CITY,0001,001 - EAST,"1,539",244,"1,783",5,1,2,3,"3,377",422,"3,799",8,4,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 640 GALAX CITY,0002,002 - NORTH,984,94,"1,078",,3,,3,"3,377",422,"3,799",8,4,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 640 GALAX CITY,0003,003 - SOUTH,854,84,938,3,,,3,"3,377",422,"3,799",8,4,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0101,101 - ABERDEEN,"2,368",262,"2,630",22,1,,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0102,102 - BASSETTE,"2,809",318,"3,127",43,1,,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0103,103 - CITY HALL,"1,993",375,"2,368",22,4,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0104,104 - COOPER,"4,427",943,"5,370",123,6,4,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0105,105 - EAST HAMPTON,"3,694","1,150","4,844",32,1,2,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0106,106 - ARMSTRONG,"2,854",400,"3,254",43,5,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0107,107 - LINDSAY,"2,428",247,"2,675",38,5,3,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0108,108 - THOMAS,"3,746",553,"4,299",62,4,2,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0109,109 - PHENIX,"3,293",437,"3,730",27,6,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0110,110 - PHOEBUS,746,151,897,11,,,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0111,111 - HAMPTON LIBRARY,"1,127",138,"1,265",16,3,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0112,112 - SMITH,"3,896",490,"4,386",43,8,3,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0115,115 - WYTHE,"1,553",157,"1,710",33,4,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0116,116 - JONES,"1,470",202,"1,672",18,1,4,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0117,117 - KECOUGHTAN,"2,338",363,"2,701",34,7,2,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0118,118 - MALLORY,"3,312",303,"3,615",37,5,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0201,201 - BOOKER,"3,029",356,"3,385",61,7,6,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0202,202 - BRYAN,"3,085",519,"3,604",56,8,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0203,203 - BURBANK,"2,313",501,"2,814",88,4,2,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0204,204 - FORREST,"2,428",385,"2,813",40,5,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0205,205 - ASBURY,"4,115",298,"4,413",70,13,4,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0208,208 - KRAFT,"4,194",467,"4,661",78,9,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0209,209 - LANGLEY,"2,817",394,"3,211",53,4,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0210,210 - MACHEN,"4,253",785,"5,038",118,10,7,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0212,212 - BETHEL,"3,996",324,"4,320",63,11,4,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0213,213 - PHILLIPS,"3,977",390,"4,367",70,9,5,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0214,214 - TUCKER CAPPS,"3,572",662,"4,234",73,5,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0215,215 - TYLER,"1,018",181,"1,199",13,,,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0216,216 - SANDY BOTTOM,"1,890",241,"2,131",37,9,3,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 650 HAMPTON CITY,0217,217 - SYMS,"1,383",125,"1,508",18,1,1,30,"84,124","12,117","96,241","1,442",156,83,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0101,101 - NORTHEAST,"3,325",568,"3,893",7,8,7,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0102,102 - EAST CENTRAL,"1,579",318,"1,897",7,7,,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0103,103 - SOUTHEAST,"3,526","1,019","4,545",6,8,4,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0104,104 - EAST,"3,380",785,"4,165",16,8,3,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0201,201 - NORTHWEST,"2,935",644,"3,579",9,15,9,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0202,202 - SOUTHWEST,"3,135",647,"3,782",8,10,7,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,0203,203 -  WEST,"2,828",362,"3,190",9,20,25,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 660 HARRISONBURG CITY,105,105 - South East Central,"2,556",993,"3,549",,1,2,8,"23,264","5,336","28,600",62,77,57,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0101,101 - WARD ONE,"1,692",311,"2,003",13,1,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0201,201 - WARD TWO,"1,586",234,"1,820",8,,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0301,301 - WARD THREE,"2,053",188,"2,241",12,2,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0401,401 - WARD FOUR,"2,499",233,"2,732",40,4,2,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0501,501 - WARD FIVE,"1,781",197,"1,978",8,5,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0601,601 - WARD SIX,"1,758",314,"2,072",15,,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 670 HOPEWELL CITY,0701,701 - WARD SEVEN,"1,589",255,"1,844",19,1,,7,"12,958","1,732","14,690",115,13,2,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 678 LEXINGTON CITY,0001,001 - LEXINGTON,"3,708",627,"4,335",33,26,31,1,"3,708",627,"4,335",33,26,31,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0101,101 - FIRST WARD FIRST PRECINCT,"4,162",713,"4,875",26,10,7,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0102,102 - FIRST WARD SECOND PRECINCT,"3,428",342,"3,770",16,16,9,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0103,103 - FIRST WARD THIRD PRECINCT,"2,466",186,"2,652",7,9,5,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0104,104 - FIRST WARD FOURTH PRECINCT,"1,356",279,"1,635",3,5,2,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0105,105 - FIRST WARD FIFTH PRECINCT,"1,536",192,"1,728",6,6,1,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0201,201 - SECOND WARD FIRST PRECINCT,"4,015",739,"4,754",17,2,13,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0202,202 - SECOND WARD SECOND PRECINCT,"3,155",591,"3,746",5,2,2,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0203,203 - SECOND WARD THIRD PRECINCT,"1,172",163,"1,335",2,2,1,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0204,204 - SECOND WARD FOURTH PRECINCT,977,142,"1,119",3,2,,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0301,301 - THIRD WARD FIRST PRECINCT,"1,633",294,"1,927",10,2,2,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0302,302 - THIRD WARD SECOND PRECINCT,"5,005","2,032","7,037",8,2,1,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0303,303 - THIRD WARD THIRD PRECINCT,"2,040",321,"2,361",5,1,1,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0304,304 - THIRD WARD FOURTH PRECINCT,"1,646",302,"1,948",7,4,2,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0305,305 - THIRD WARD FIFTH PRECINCT,"3,545",520,"4,065",16,5,3,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0401,401 - FOURTH WARD FIRST PRECINCT,"4,236",538,"4,774",24,9,10,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0402,402 - FOURTH WARD SECOND PRECINCT,"1,588",157,"1,745",1,2,1,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0403,403 - FOURTH WARD THIRD PRECINCT,"3,621",693,"4,314",17,4,6,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 680 LYNCHBURG CITY,0404,404 - FOURTH WARD FOURTH PRECINCT,"3,177",332,"3,509",14,9,10,18,"48,758","8,536","57,294",187,92,76,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 683 MANASSAS CITY,0001,001 - DEAN,"4,876",686,"5,562",26,21,7,5,"20,326","2,971","23,297",102,92,36,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 683 MANASSAS CITY,0002,002 - WEEMS,"3,352",450,"3,802",15,14,6,5,"20,326","2,971","23,297",102,92,36,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 683 MANASSAS CITY,0003,003 - METZ,"3,883",516,"4,399",23,16,6,5,"20,326","2,971","23,297",102,92,36,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 683 MANASSAS CITY,0004,004 - HAYDON,"4,099",590,"4,689",23,25,11,5,"20,326","2,971","23,297",102,92,36,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 683 MANASSAS CITY,0005,005 - BALDWIN,"4,116",729,"4,845",15,16,6,5,"20,326","2,971","23,297",102,92,36,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 685 MANASSAS PARK CITY,0001,001 - PRECINCT ONE,"2,440",252,"2,692",4,15,3,3,"7,018",728,"7,746",21,31,7,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 685 MANASSAS PARK CITY,0002,002 - PRECINCT TWO,"2,280",210,"2,490",9,9,2,3,"7,018",728,"7,746",21,31,7,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 685 MANASSAS PARK CITY,0003,003 - PRECINCT THREE,"2,298",266,"2,564",8,7,2,3,"7,018",728,"7,746",21,31,7,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0001,001 - PRECINCT #1,843,94,937,5,,,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0002,002 - PRECINCT #2,"1,725",215,"1,940",11,4,1,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0003,003 - PRECINCT #3,"1,175",152,"1,327",3,2,,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0004,004 - PRECINCT #4,"1,869",218,"2,087",6,,,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0005,005 - PRECINCT #5,"2,036",169,"2,205",4,8,4,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 690 MARTINSVILLE CITY,0006,006 - PRECINCT #6,463,47,510,,,,6,"8,111",895,"9,006",29,14,5,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 700 NEWPORT NEWS CITY,0101,101 - DENBIGH,"4,093",688,"4,781",41,10,4,45,"104,982","17,411","122,393","1,539",280,96,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 700 NEWPORT NEWS CITY,0102,102 - EPES,"4,232",954,"5,186",56,10,4,45,"104,982","17,411","122,393","1,539",280,96,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 700 NEWPORT NEWS CITY,0103,103 - JENKINS,"3,886",646,"4,532",41,4,8,45,"104,982","17,411","122,393","1,539",280,96,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 700 NEWPORT NEWS CITY,0104,104 - MCINTOSH,"2,720",578,"3,298",64,11,1,45,"104,982","17,411","122,393","1,539",280,96,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
